No. of Pixels,Height,Width,Optimization Success,Result,Execution Time,Layers,Min-Cut Cost,Optimization Cost,Iterations,Optimizer Method
16,4,4,True,1101111011000010,4.51319,4,4.37,5.31,52,SLSQP
16,4,4,True,0100111100000110,2.354049,5,5.28,5.28,26,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.553562,1,0.0,0.0,43,COBYLA
64,8,8,True,0110111111110011111110111111111111111111111111111111111111111111,12.810953,2,4.63,100000.0,116,COBYLA
64,8,8,True,1111111111111111111111111111111111111111111111111111111111111111,20.369277,3,0.0,0.0,184,COBYLA
64,8,8,True,1001111100011001000000000111010000000000000000011000110010000000,28.148007,4,1.89,1.89,255,COBYLA
64,8,8,True,1101111011010000010000000001010001010010111111000001000011110000,40.916437,5,4.6,4.6,359,COBYLA
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.582109,1,0.0,0.0,22,Powell
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,4.699462,2,0.0,0.0,43,Powell
64,8,8,True,0000000000000000111111111111111111001111111111110000000000000000,80.866354,3,1.54,1.54,683,Powell
64,8,8,True,1011110000100100000000000000000000000000000010000000000000000000,282.850959,4,5.06,2.9,2271,Powell
64,8,8,True,1111011111000000100110001100110111101101111111011111000000000000,1139.293511,5,-3.97,-3.97,3654,Powell
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.000577,1,0.0,0.0,8,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.762927,2,0.0,0.0,15,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.735734,3,0.0,0.0,22,CG
64,8,8,False,0000010110001101011100001000000000000001000000000000000000010000,92.800149,4,12.69,11.41,823,CG
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,117.858341,5,19.27,17.75,1019,CG
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.050032,1,0.0,0.0,8,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.201352,2,0.0,0.0,15,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.740504,3,0.0,0.0,22,BFGS
64,8,8,False,0000010110101101011100001000000000000001000000000000000000010000,147.544042,4,12.48,12.0,1003,BFGS
64,8,8,False,0010001000000010001011000010100011111110011111110111111101101010,162.605254,5,19.27,18.41,1095,BFGS
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.077908,1,0.0,0.0,8,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.001688,2,0.0,0.0,15,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.672364,3,0.0,0.0,22,L-BFGS-B
64,8,8,True,0100010111100101011100001100000000000001000000000000000000010000,60.393438,4,10.77,12.53,435,L-BFGS-B
64,8,8,False,0010001000000010001011000010000011111100011111110111111101101010,113.530437,5,20.5,100000.0,756,L-BFGS-B
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,1.291066,1,0.0,0.0,8,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,2.314648,2,0.0,0.0,15,SLSQP
64,8,8,False,0000000000000000000000000000000000000000000000000000000000000000,3.063094,3,0.0,0.0,22,SLSQP
64,8,8,True,0011000000100001101110101110111101000101000100001111111111111111,147.732655,4,11.95,11.95,1017,SLSQP
64,8,8,True,1010100011101100001011000000101101001100010110001011111101110011,27.174834,5,19.92,100000.0,185,SLSQP
